country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year,gdp_per_capita,generation
Belize,2012,female,5-14 years,7,1093531,0.0,Mexico2013,0.822,"1,274,443,078,609",117627,Millenials
Greece,2013,male,75+ years,38,1113989,85.41,Guatemala1987,0.81,"7,084,399,840",7891,Silent
Fiji,1993,female,25-34 years,18,278,0.43,Ecuador2012,,"87,924,544,000",2832,Boomers
Romania,2013,male,15-24 years,164,3228107,11.47,Guatemala2012,0.819,"50,388,454,861",51194,Millenials
Belgium,2015,female,15-24 years,33,1148493,3.78,Belarus1991,0.832,"18,000,000,000",14514,Millenials
Costa Rica,2013,female,25-34 years,5,1103540,0.77,Argentina1987,,"111,106,191,358",5185,Millenials
Azerbaijan,2004,male,5-14 years,13,484919,0.0,Bahrain1987,0.81,"3,392,021,011",15381,Generation X
Philippines,2003,male,55-74 years,270,624477,34.05,Maldives2001,,"870,179,739",4156,Silent
Cyprus,2014,female,35-54 years,0,70514,2.09,Jamaica1987,,"3,286,987,552",14214,Boomers
Slovakia,2001,male,25-34 years,28,388287,17.4,Cyprus2016,,"20,153,871,681",2690,Generation X
Chile,1987,male,25-34 years,89,1083680,13.96,Costa Rica1988,,"6,063,759,371",4055,Generation X
Fiji,2010,female,5-14 years,7,1463002,0.0,Romania2013,0.828,"191,549,024,911",33168,Generation Z
Georgia,2005,female,75+ years,0,278,0.13,Greece2014,,"237,029,579,261",3359,Silent
Singapore,2013,male,5-14 years,0,1256854,0.0,Seychelles2014,0.819,"1,342,997,306",7073,Millenials
Saint Vincent and Grenadines,1999,male,35-54 years,101,49364,39.93,Saint Lucia2008,,"1,282,215,407",16640,Boomers
Suriname,1997,female,5-14 years,0,9035554,0.0,Norway1994,,"127,131,461,120",6114,Generation Z
Turkmenistan,2000,male,15-24 years,10,195978,5.08,Turkmenistan2002,,"4,461,978,499",1272,Millenials
Finland,1993,male,35-54 years,991,1332182,28.73,El Salvador1993,,"6,680,269,200",19852,Boomers
Belgium,1986,female,75+ years,650,1046147,7.86,Colombia2011,0.894,"335,415,156,702",7945,Silent
Guyana,2011,female,35-54 years,0,8116,0.25,Spain1991,0.918,"575,598,537,070",97938,Millenials
Singapore,1986,female,35-54 years,709,1094800,11.55,Singapore1991,,"45,474,442,836",20527,Generation X
Kuwait,2013,female,5-14 years,0,278,0.0,Austria1998,0.917,"218,259,904,402",26194,Generation Z
Republic of Korea,1991,male,25-34 years,25,3357704,9.93,El Salvador2011,,"20,283,783,700",27164,Generation X
Switzerland,2003,male,25-34 years,12,5042052,28.09,United Arab Emirates2006,,"222,116,541,865",28922,Generation X
Montenegro,1995,male,25-34 years,7,5367,0.06,Bulgaria1992,,"10,350,515,464",6606,Generation X
Thailand,1993,male,25-34 years,500,3152183,27.12,United Kingdom1997,,"1,552,483,628,029",24064,Boomers
New Zealand,2006,female,5-14 years,1,101245,2.86,Latvia2011,0.777,"28,223,552,825",14429,Millenials
Kuwait,2009,female,15-24 years,44,17874703,4.36,Turkey2010,0.821,"771,901,768,698",57296,Generation X
Argentina,2012,female,15-24 years,305,1211679,10.86,Finland1988,0.751,"109,103,056,148",10250,Millenials
Chile,1997,female,25-34 years,143,1358268,5.26,Bulgaria1993,0.636,"10,829,710,145",24684,Millenials
Philippines,1985,female,25-34 years,64,3799371,10.97,Paraguay2008,,"18,504,130,753",4423,Boomers
Iceland,1999,female,25-34 years,8,3551008,3.05,Spain2003,,"906,853,273,138",33419,Millenials
Luxembourg,2009,male,15-24 years,69,22929,24.66,Seychelles2014,,"1,342,997,306",47195,Generation X
Singapore,2015,male,25-34 years,5,565472,4.15,Poland2000,0.834,"171,885,598,583",15339,Millenials
Chile,1989,male,55-74 years,720,1324211,25.56,Bulgaria2003,,"20,982,685,981",931,Silent
France,2000,male,35-54 years,260,1070397,21.83,Iceland1995,,"7,018,100,153",23017,Boomers
Canada,2002,male,55-74 years,971,3216321,10.77,Bahrain2001,,"8,976,207,713",21550,Silent
New Zealand,1995,female,35-54 years,10,49389,0.0,Mongolia2016,,"11,183,458,131",22448,Boomers
Denmark,2001,male,75+ years,7,278,0.34,Germany1997,,"2,218,689,375,141",3210,Silent
Norway,1996,female,35-54 years,148,495092,14.81,Australia1987,,"189,041,159,344",1529,Boomers
Belgium,2010,female,5-14 years,924,4958952,4.23,Belgium2005,0.909,"387,365,750,529",26265,Generation Z
Thailand,2006,female,35-54 years,15,1872129,3.12,Israel1995,,"100,343,219,507",3434,Boomers
Trinidad and Tobago,2003,female,35-54 years,0,125814,2.38,Turkey2010,,"771,901,768,698",5475,Generation X
Poland,1998,male,5-14 years,76,2977293,4.49,Romania1999,,"36,183,003,978",1232,Millenials
Armenia,2003,female,35-54 years,0,278,0.0,Armenia1991,,"2,068,526,522",32418,Silent
Latvia,1999,male,35-54 years,299,455834,58.09,Serbia2004,,"24,861,483,281",5482,Boomers
Netherlands,2004,male,55-74 years,263,3876329,5.07,Guyana2003,,"741,929,343",12032,Silent
Lithuania,1999,female,75+ years,0,62397,0.77,Lithuania2012,,"42,848,195,256",5979,G.I. Generation
Trinidad and Tobago,1996,male,25-34 years,43,484653,11.87,Argentina2011,,"530,163,281,575",31098,Generation X
Australia,1999,female,15-24 years,17,73894,19.07,Australia1998,,"398,899,138,574",24737,Generation X
Kuwait,1990,female,5-14 years,11,23775,0.0,New Zealand2011,,"168,461,998,741",32825,Millenials
Guatemala,2009,male,35-54 years,895,1127748,47.62,Croatia2002,,"26,878,499,206",6877,Boomers
Uruguay,1985,female,75+ years,95,661315,7.81,Uruguay2006,,"19,579,457,966",6114,G.I. Generation
Suriname,2000,female,75+ years,5,2842192,3.65,Suriname2009,,"3,875,409,836",7035,Silent
United States,2005,female,25-34 years,296,1107632,3.41,Turkmenistan2010,,"22,583,157,895",1713,Generation X
Singapore,1996,female,15-24 years,11,88296,1.71,Greece2012,,"245,670,666,639",35695,Millenials
Ireland,2001,male,55-74 years,796,2814055,19.67,El Salvador1992,,"5,813,399,300",19344,Silent
Serbia,2009,male,15-24 years,55,1577580,7.07,Grenada1990,0.821,"278,098,778",31752,Generation X
Canada,2013,female,25-34 years,113,2029274,2.48,Chile1986,0.897,"18,891,048,819",27032,Generation Z
Lithuania,1999,female,55-74 years,19,925791,0.46,Lithuania2006,0.894,"26,125,575,942",50466,Silent
Turkmenistan,1991,female,75+ years,156,567557,21.87,Turkmenistan2007,,"12,664,165,103",2862,G.I. Generation
Grenada,1994,female,75+ years,0,278,0.47,Cuba2012,,"73,141,000,000",3362,Silent
Ireland,2005,female,75+ years,19,43247,10.92,Saint Lucia2000,,"784,159,229",8872,Silent
Ukraine,1994,female,35-54 years,943,1238908,21.82,Switzerland2004,,"394,163,688,621",2039,Boomers
Chile,1987,male,55-74 years,193,2460627,23.62,Bulgaria2002,,"16,276,456,428",28636,Silent
New Zealand,2008,male,35-54 years,7,132406,3.66,Ireland2014,0.692,"258,099,014,042",3400,Millenials
Bahamas,2012,male,25-34 years,3351,921744,26.3,Bahamas2013,,"10,627,600,000",50034,Millenials
Greece,1998,female,15-24 years,9,585903,0.53,Israel2012,,"257,296,579,579",21622,Generation X
Colombia,1988,male,35-54 years,641,994188,21.25,Chile1992,0.679,"45,964,327,559",4549,Boomers
Italy,2012,female,75+ years,30,2324581,3.4,Israel2014,0.879,"308,416,982,140",54172,Generation Z
Argentina,2016,female,35-54 years,2178,21563775,11.73,Guatemala2015,0.892,"60,763,483,146",37391,Boomers
Switzerland,1993,male,75+ years,120,424509,33.49,Sweden2008,,"513,965,650,650",40892,Boomers
Israel,1997,male,55-74 years,11,407839,23.71,Italy2008,0.908,"2,390,729,163,615",88481,Boomers
Italy,1995,male,35-54 years,1360,4040247,18.89,Ireland2009,,"236,311,336,482",40756,Boomers
Ukraine,2001,male,25-34 years,67,1138908,4.5,Ukraine1997,0.656,"50,150,399,792",1246,Boomers
Norway,2010,female,5-14 years,0,523974,0.0,Lithuania2009,0.918,"37,440,673,478",51568,Generation Z
Costa Rica,2007,female,25-34 years,0,842916,0.46,Bulgaria2005,,"29,636,617,750",6413,Millenials
Canada,2000,male,55-74 years,6,3003587,0.57,Chile1989,,"29,885,685,143",19267,Silent
France,2012,female,25-34 years,82,1241718,2.22,Costa Rica2007,0.899,"26,743,874,206",45487,Millenials
Spain,1987,male,35-54 years,110,1058114,10.14,Hungary1991,,"34,748,508,332",7057,Generation X
Barbados,1993,male,75+ years,346,58712,9.45,Denmark2008,0.813,"353,361,056,080",30895,Silent
Greece,1999,female,55-74 years,0,14173,0.0,Denmark1999,,"177,965,224,621",14042,Silent
Bahamas,2010,female,75+ years,12,278,31.57,Bahamas1999,0.822,"7,683,870,000",18432,Silent
Hungary,2013,female,35-54 years,88,1639575,5.15,Nicaragua2013,0.78,"10,982,972,256",8805,Boomers
Ecuador,1992,female,15-24 years,137,924875,12.35,El Salvador2004,,"13,724,810,900",1564,Generation X
Kazakhstan,2001,female,55-74 years,64,3690257,2.76,Kazakhstan2012,,"207,998,568,866",2828,Boomers
Jamaica,1998,male,25-34 years,168,278,0.18,Kyrgyzstan2011,,"6,197,766,119",10241,Silent
Italy,2012,male,15-24 years,942,5280264,28.9,Turkey2011,0.889,"832,523,681,194",39902,Millenials
Malta,1985,female,25-34 years,1,29668,3.28,Mexico1986,,"129,440,993,789",3211,Generation X
Hungary,2002,female,5-14 years,0,352815,0.27,Iceland2011,,"14,732,689,535",24896,Generation X
Austria,2011,male,25-34 years,3,201859,3.16,Austria2010,0.833,"391,892,746,545",21780,Generation X
Uruguay,2008,female,25-34 years,6,215704,2.55,Azerbaijan1998,0.655,"4,446,396,218",7000,Boomers
Cuba,1998,female,55-74 years,89,253049,28.05,Cyprus2015,,"19,676,167,240",3353,Silent
Italy,1994,male,15-24 years,13,3457174,4.11,Japan2009,,"4,755,410,630,912",13424,Millenials
Ukraine,2007,male,75+ years,13,10260,20.34,Grenada2006,,"9,750,161,053",4484,G.I. Generation
Serbia,1997,male,25-34 years,11,337814,4.38,Germany1991,,"1,861,873,895,109",2710,Generation X
Belize,2011,female,75+ years,12,898083,2.22,Singapore1991,,"45,474,442,836",9223,Silent
Ecuador,2013,female,5-14 years,4,261413,2.35,Ecuador1988,,"13,051,886,552",7067,Silent
Belgium,1995,male,55-74 years,217,4962818,9.24,Belgium2001,,"237,841,968,680",6989,Silent
Belarus,2006,male,35-54 years,806,5448470,16.46,Uzbekistan2009,,"33,689,223,673",979,Boomers
New Zealand,1994,female,25-34 years,15,486680,2.54,Barbados1993,,"2,046,189,032",27601,Millenials
Kuwait,2006,female,5-14 years,0,227468,0.0,Italy1996,0.681,"1,308,929,351,236",1412,Millenials
Japan,2007,female,5-14 years,0,213860,0.62,Italy2014,0.825,"2,151,732,868,243",31009,Generation Z
Brazil,1989,female,35-54 years,93,394598,6.91,Mauritius2003,0.664,"5,609,831,328",1900,Boomers
Kazakhstan,2010,male,75+ years,113,108352,31.7,Kazakhstan2003,,"30,833,699,703",17713,G.I. Generation
Canada,2003,female,15-24 years,65,1311117,3.9,Canada1998,,"631,813,279,407",4494,Generation X
Czech Republic,1995,female,55-74 years,2,375674,8.46,Japan1987,,"2,532,808,573,157",19446,Boomers
Austria,2010,female,15-24 years,31,468236,10.29,Thailand1994,,"146,683,499,006",43841,Silent
Spain,1993,male,25-34 years,1128,1851078,20.43,Republic of Korea1995,,"556,130,926,913",25796,Generation X
Serbia,1986,female,5-14 years,63,9498574,3.29,Mexico2007,,"1,052,696,282,279",6922,Generation X
El Salvador,1999,female,75+ years,0,11424,0.08,Georgia1995,,"2,693,731,866",3949,Silent
Paraguay,2013,female,35-54 years,875,3728005,3.89,Paraguay1985,0.848,"2,966,234,106",17932,Boomers
Germany,1997,male,55-74 years,707,1069143,0.24,Germany2004,0.663,"2,819,245,095,605",50878,Silent
Trinidad and Tobago,2002,male,25-34 years,0,278,2.23,Argentina2001,,"268,696,750,000",7000,Generation X
Uzbekistan,1999,female,75+ years,6,62433,0.15,Sweden2016,,"514,459,972,806",3173,G.I. Generation
Italy,2008,male,35-54 years,13,105085,1.91,Italy2008,0.837,"2,390,729,163,615",30467,Boomers
Bahamas,1999,female,15-24 years,0,8425,0.0,Bahamas1995,,"3,429,000,000",26469,Millenials
Malta,2006,female,35-54 years,10,59953,1.91,Belize2010,,"1,397,113,450",39642,Boomers
Colombia,1987,female,35-54 years,22,3497945,9.33,Costa Rica1992,,"8,528,593,084",2612,Boomers
Chile,1994,female,25-34 years,20,704447,9.68,Australia1994,,"322,201,314,424",2035,Boomers
Albania,2005,female,75+ years,9,29258,0.8,Australia2008,,"1,222,643,696,992",396,Silent
Turkmenistan,1989,male,15-24 years,302,1364046,10.14,Antigua and Barbuda2002,,"814,615,333",2287,Boomers
El Salvador,2008,male,15-24 years,0,429843,4.77,Romania1994,0.66,"30,074,440,483",4171,Generation X
Cyprus,2008,female,75+ years,0,13835,0.0,Argentina2006,0.827,"232,557,260,817",56014,Silent
Luxembourg,2013,female,35-54 years,123,1044216,9.74,Luxembourg1988,,"9,750,161,053",48006,Boomers
Canada,1990,female,35-54 years,28,1067666,2.33,Canada2005,0.822,"1,169,357,979,865",16134,Boomers
Luxembourg,2004,female,75+ years,0,278,0.0,Ireland2005,,"211,650,764,830",42560,Silent
Singapore,2002,male,25-34 years,0,144820,0.58,Mauritius1988,,"2,143,484,488",48572,Generation X
Cyprus,2013,female,5-14 years,0,8255,0.0,Argentina2013,,"552,025,140,252",7813,Millenials
Kiribati,2007,female,55-74 years,19,48882,0.3,Kiribati1991,,"47,515,189",4073,Silent
Puerto Rico,1996,female,75+ years,82,3900050,5.53,Argentina2009,,"332,976,484,578",19051,Silent
South Africa,1996,female,5-14 years,16,278,0.0,San Marino1999,,"1,215,640,315",6900,Generation X
Uruguay,2006,female,75+ years,13,838653,4.08,Turkmenistan1989,,"3,006,988,217",3129,Silent
Japan,2001,female,35-54 years,87,11971147,11.86,Japan1986,,"2,078,953,333,674",40788,Boomers
Antigua and Barbuda,2006,female,25-34 years,0,255940,0.0,Cuba1997,,"25,366,200,000",4882,Generation X
Guatemala,1988,female,35-54 years,13,1047952,2.01,Guatemala2010,,"41,338,595,381",15119,Boomers
Japan,2008,female,25-34 years,2,1099916,2.42,Lithuania1999,,"41,508,609,233",30965,Generation X
Norway,1985,female,55-74 years,10,53904,10.11,Mexico2015,,"1,169,622,672,463",14306,Silent
Spain,1997,male,55-74 years,729,9030134,20.67,South Africa2003,,"175,256,916,996",2270,Generation X
Nicaragua,2008,female,5-14 years,0,144346,0.0,Slovakia2014,0.673,"100,948,236,941",25931,Millenials
Canada,1998,male,35-54 years,757,2153862,93.5,Hungary1997,,"47,290,180,589",22165,G.I. Generation
New Zealand,1986,female,75+ years,75,8272849,4.73,Latvia2004,,"7,028,803,366",12950,Silent
Sweden,1997,male,25-34 years,9,254014,24.07,Slovenia2010,,"198,298,498,021",39561,Generation X
Saint Lucia,1985,female,75+ years,16,278,0.24,Greece2012,,"245,670,666,639",5222,G.I. Generation
Bulgaria,1987,female,55-74 years,224,598714,10.77,Australia2014,,"1,464,955,475,994",2802,G.I. Generation
Spain,1986,female,35-54 years,349,8908923,9.3,South Africa1997,,"152,586,154,514",5476,Boomers
Portugal,2011,female,25-34 years,3726,11590925,10.77,Portugal1995,,"118,133,634,072",11658,Boomers
Latvia,2002,female,55-74 years,11,200783,0.0,Kyrgyzstan2015,,"6,678,178,340",3405,Silent
Sweden,2009,female,25-34 years,4442,21225864,13.49,Trinidad and Tobago1988,,"4,496,852,073",32618,Generation X
Finland,2003,male,75+ years,84,26322,46.25,Iceland2013,,"15,548,321,544",24071,Silent
Russian Federation,2000,male,35-54 years,72,604521,13.98,Puerto Rico2010,,"98,381,268,000",6466,Boomers
Cuba,2005,male,25-34 years,1177,865133,4.34,Costa Rica2014,0.652,"50,577,769,838",30148,Generation X
Romania,2011,female,35-54 years,352,789346,3.85,Sri Lanka2000,,"16,330,814,180",9159,Boomers
Belize,2003,female,5-14 years,0,77404,0.09,Belize2001,0.655,"871,860,600",4070,Millenials
Guatemala,1996,female,5-14 years,2,998443,0.0,El Salvador2000,0.58,"11,784,927,700",28423,Generation Z
Republic of Korea,2004,female,25-34 years,97,918081,3.8,Philippines2011,,"224,143,083,707",7344,Silent
Slovenia,2011,female,5-14 years,0,1169481,0.0,Qatar2001,0.875,"17,538,461,538",117005,Millenials
Luxembourg,2000,female,15-24 years,6,278,2.17,Italy1995,,"1,170,787,352,906",27123,Millenials
Argentina,1986,female,25-34 years,22,205433,11.52,Slovakia1995,,"25,733,043,137",7167,Boomers
Norway,2003,female,25-34 years,89,1857241,2.75,Colombia1999,0.812,"86,186,158,685",27056,Generation X
Australia,1987,male,15-24 years,84,470832,7.72,Kazakhstan2006,,"2,073,234,418",20795,Generation X
Australia,1987,male,75+ years,28,97497,59.47,Romania2001,,"40,716,836,998",16378,Silent
Uzbekistan,2015,female,5-14 years,11,2872891,3.54,Croatia2012,0.682,"485,248,229,337",3115,Millenials
Turkmenistan,2010,female,75+ years,6,278,3.93,Turkmenistan1989,,"3,006,988,217",4949,Silent
Slovakia,2002,female,55-74 years,0,127480,0.08,Sri Lanka1986,,"6,405,210,564",36164,Silent
Brazil,1989,male,35-54 years,461,20771678,9.08,Spain2015,,"775,934,813",35758,Boomers
Republic of Korea,1994,male,75+ years,281,1481894,19.13,Austria1991,,"173,794,177,725",2061,Silent
Chile,1997,female,5-14 years,1,490438,0.0,Latvia1998,,"7,174,985,107",23988,Millenials
Bulgaria,2009,male,25-34 years,42,1420846,25.36,Bulgaria1996,0.639,"10,109,612,142",53853,Boomers
Uruguay,2007,female,75+ years,17,981,62.51,Uruguay1999,,"22,823,255,802",1655,Silent
Germany,2007,female,35-54 years,329,271606,1.04,Germany1999,,"2,199,957,383,337",22267,Boomers
Georgia,2004,female,25-34 years,6,185642,16.68,France2012,0.657,"2,683,825,225,093",2666,Generation X
Bahamas,2000,female,55-74 years,8,1195842,15.13,Finland2005,,"129,250,111,857",23453,Boomers
Spain,1985,male,75+ years,64,657837,36.35,Spain1990,,"535,101,248,776",6845,G.I. Generation
Estonia,2002,male,75+ years,66,278,69.12,Czech Republic2003,,"99,627,140,274",7504,Boomers
France,2001,male,5-14 years,12,2724303,0.77,Cabo Verde2011,,"1,864,824,081",12816,Millenials
Cuba,2010,male,75+ years,212,9612221,105.95,Turkmenistan2009,,"20,214,385,965",2927,Silent
Iceland,1991,female,35-54 years,7,10936,0.12,Iceland1993,,"6,126,456,175",23803,Boomers
Colombia,1996,male,15-24 years,15,622634,0.34,Austria1997,,"212,790,348,405",1887,Millenials
Azerbaijan,1999,female,5-14 years,4,602389,0.0,Albania1989,,"2,335,124,988",1713,Millenials
France,2001,male,15-24 years,505,3634326,26.94,Cuba1994,,"28,448,326,757",51497,Millenials
Philippines,2007,male,75+ years,85,5194152,3.54,Philippines2009,0.683,"168,334,601,260",2482,Silent
Mauritius,1997,female,5-14 years,0,108447,0.13,Mexico2004,,"782,240,601,985",5060,Millenials
Russian Federation,2000,female,25-34 years,303,4723814,4.64,Estonia1998,0.668,"5,617,109,245",8582,Generation X
Italy,2012,female,75+ years,10,136036,9.5,Antigua and Barbuda2009,0.84,"1,224,253,000",56361,Silent
Hungary,1998,male,5-14 years,16,863214,11.9,Guyana1997,,"749,138,010",22306,Millenials
Australia,1990,female,35-54 years,21,523441,4.39,Australia2004,,"611,904,253,806",18713,Boomers
Italy,2007,female,75+ years,0,156021,0.2,Ireland2007,,"269,917,519,847",34422,Millenials
Hungary,1997,female,25-34 years,2,767671,1.83,Canada2012,,"1,824,288,757,448",47976,Boomers
Costa Rica,1991,female,15-24 years,7,420737,0.0,Austria1991,,"173,794,177,725",3453,Generation X
Netherlands,2003,female,25-34 years,406,3325408,2.57,Kazakhstan1997,,"22,165,932,063",39017,Generation X
Kuwait,1997,female,5-14 years,5,1663480,1.25,Kazakhstan1997,,"22,165,932,063",19241,Millenials
Puerto Rico,2001,male,15-24 years,50,404568,4.94,Puerto Rico1986,,"22,009,300,000",61327,Millenials
Switzerland,2016,male,5-14 years,3,209320,4.56,Sweden2008,0.848,"513,965,650,650",28128,Millenials
Kuwait,2000,female,55-74 years,21,54841,0.09,Republic of Korea1999,,"485,248,229,337",21994,G.I. Generation
Mexico,2013,female,5-14 years,0,1538565,0.0,Mauritius2000,0.84,"4,582,555,125",15754,Generation Z
Hungary,2012,male,5-14 years,83,888790,61.26,Guyana2005,,"824,880,550",24555,Generation X
Cuba,2010,male,75+ years,45,1147775,9.77,Argentina1997,0.886,"407,339,361,696",100476,Boomers
Saint Vincent and Grenadines,2012,male,55-74 years,4,2166132,10.95,Kuwait2006,,"101,550,654,721",44191,Boomers
Azerbaijan,1987,male,35-54 years,60,617737,22.29,Romania1990,,"38,995,454,545",3312,Boomers
Brazil,2008,male,75+ years,89,382911,32.31,Brazil1998,,"863,723,411,633",5906,Generation X
Bulgaria,1997,male,75+ years,120,292125,53.02,Ireland2000,,"99,853,528,653",17184,G.I. Generation
